SEASON,TEAM,TEAM_CLEANED,PLAYER,NUMBER,AGE,POSITION,POSITION_TYPE,VALUE_EUR,PLAYER_LINK,NATIONALITY
2020,Sri Pahang FC,Sri Pahang FC,Muslim Ahmad,24,30,Centre-Back,Defenders,150000.0,https://www.transfermarkt.com/muslim-ahmad/profil/spieler/190989,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Jadid Ilias,5,23,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/jadid-ilias/profil/spieler/722870,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Hasnul Zaim,33,17,Centre-Back,Defenders,1912.0,https://www.transfermarkt.com/hasnul-zaim/profil/spieler/809966,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Fazly Mazlan,22,26,Left-Back,Defenders,125000.0,https://www.transfermarkt.com/fazly-mazlan/profil/spieler/407683,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Faisal Rosli,29,28,Left-Back,Defenders,125000.0,https://www.transfermarkt.com/faisal-rosli/profil/spieler/480180,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Faizal Rani,21,25,Left-Back,Defenders,1915.0,https://www.transfermarkt.com/faizal-rani/profil/spieler/549118,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Ezanie Mat Salleh,2,24,Right-Back,Defenders,100000.0,https://www.transfermarkt.com/ezanie-mat-salleh/profil/spieler/525054,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Ashar Al-Aafiz,13,24,Right-Back,Midfielders,25000.0,https://www.transfermarkt.com/ashar-al-aafiz/profil/spieler/480177,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Yakubu Abubakar,-,29,Defensive Midfield,Midfielders,25000.0,https://www.transfermarkt.com/yakubu-abubakar/profil/spieler/477885,Ghana
2020,Sri Pahang FC,Sri Pahang FC,Azam Azih,20,24,Central Midfield,Midfielders,225000.0,https://www.transfermarkt.com/azam-azih/profil/spieler/483970,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Hafiz Ramdan,25,26,Central Midfield,Midfielders,125000.0,https://www.transfermarkt.com/hafiz-ramdan/profil/spieler/483661,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Hazri Rozali,16,33,Central Midfield,Midfielders,25000.0,https://www.transfermarkt.com/hazri-rozali/profil/spieler/483502,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Lee Tuck,7,31,Attacking Midfield,Midfielders,250000.0,https://www.transfermarkt.com/lee-tuck/profil/spieler/105061,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Zazrir Naim,-,20,Attacking Midfield,Midfielders,1923.0,https://www.transfermarkt.com/zazrir-naim/profil/spieler/924825,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Sharul Nizam,19,23,Left Winger,Midfielders,25000.0,https://www.transfermarkt.com/sharul-nizam/profil/spieler/480181,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Arisazri Juhari,-,21,Left Winger,Midfielders,1925.0,https://www.transfermarkt.com/arisazri-juhari/profil/spieler/804045,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Abdul Malik Mat Ariff,6,28,Right Winger,Midfielders,75000.0,https://www.transfermarkt.com/abdul-malik-mat-ariff/profil/spieler/546313,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Zuhair Aizat,17,23,Right Winger,Midfielders,50000.0,https://www.transfermarkt.com/zuhair-aizat/profil/spieler/480253,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Manuel Hidalgo,88,20,Right Winger,Midfielders,50000.0,https://www.transfermarkt.com/manuel-hidalgo/profil/spieler/534358,Argentina
2020,Sri Pahang FC,Sri Pahang FC,Shahrul Aizad,11,26,Right Winger,Midfielders,25000.0,https://www.transfermarkt.com/shahrul-aizad/profil/spieler/546314,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Baqiuddin Shamsudin,12,25,Right Winger,Forwards,1930.0,https://www.transfermarkt.com/baqiuddin-shamsudin/profil/spieler/546315,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Nur Izzat Che Awang,23,21,Right Winger,Forwards,1931.0,https://www.transfermarkt.com/nur-izzat-che-awang/profil/spieler/804044,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Yevgen Bokhashvili,10,26,Centre-Forward,Forwards,400000.0,https://www.transfermarkt.com/yevgen-bokhashvili/profil/spieler/58933,Ukraine
2020,Sri Pahang FC,Sri Pahang FC,Kenny Athiu,-,27,Centre-Forward,Forwards,300000.0,https://www.transfermarkt.com/kenny-athiu/profil/spieler/543898,Sudan
2020,Sri Pahang FC,Sri Pahang FC,Aung Kaung Mann,14,21,Centre-Forward,Forwards,125000.0,https://www.transfermarkt.com/aung-kaung-mann/profil/spieler/477888,Myanmar
2020,Sri Pahang FC,Sri Pahang FC,Pedro Henrique,9,27,Centre-Forward,Forwards,100000.0,https://www.transfermarkt.com/pedro-henrique/profil/spieler/441741,Brazil
2020,Sri Pahang FC,Sri Pahang FC,Syaahir Saiful Nizam,-,16,Centre-Forward,Forwards,1936.0,https://www.transfermarkt.com/syaahir-saiful-nizam/profil/spieler/924826,Malaysia
2020,Penang FC,Penang FC,Asyraaf Omar,22,25,Goalkeeper,Goalkeeper,100000.0,https://www.transfermarkt.com/asyraaf-omar/profil/spieler/525049,Malaysia
2020,Penang FC,Penang FC,Samuel Somerville,1,25,Goalkeeper,Goalkeeper,1938.0,https://www.transfermarkt.com/samuel-somerville/profil/spieler/560096,England
2020,Penang FC,Penang FC,Bryan See,88,26,Goalkeeper,Goalkeeper,1939.0,https://www.transfermarkt.com/bryan-see/profil/spieler/566120,Malaysia
2020,Penang FC,Penang FC,Syazwan Rizal,3,20,Defender,Defenders,1940.0,https://www.transfermarkt.com/syazwan-rizal/profil/spieler/874506,Malaysia
2020,Penang FC,Penang FC,Ryuji Utomo,4,24,Centre-Back,Defenders,150000.0,https://www.transfermarkt.com/ryuji-utomo/profil/spieler/506159,Indonesia
2020,Penang FC,Penang FC,Syazwan Zaipol,-,24,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/syazwan-zaipol/profil/spieler/318807,Malaysia
2020,Penang FC,Penang FC,Abdul Latiff Suhaimi,13,30,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/abdul-latiff-suhaimi/profil/spieler/441910,Malaysia
2020,Penang FC,Penang FC,Khairul Akmal Rokisham,6,21,Centre-Back,Defenders,25000.0,https://www.transfermarkt.com/khairul-akmal-rokisham/profil/spieler/512362,Malaysia
2020,Penang FC,Penang FC,Rafael Vitor,17,26,Centre-Back,Defenders,1945.0,https://www.transfermarkt.com/rafael-vitor/profil/spieler/573108,Brazil
2020,Penang FC,Penang FC,Azwan Aripin,23,23,Left-Back,Defenders,1946.0,https://www.transfermarkt.com/azwan-aripin/profil/spieler/501800,Malaysia
2020,Penang FC,Penang FC,Azmeer Aris,37,20,Left-Back,Defenders,1947.0,https://www.transfermarkt.com/azmeer-aris/profil/spieler/874034,Malaysia
2020,Penang FC,Penang FC,Azmi Muslim,33,33,Right-Back,Defenders,50000.0,https://www.transfermarkt.com/azmi-muslim/profil/spieler/210512,Malaysia
2020,Penang FC,Penang FC,Fauzan Fauzi,-,24,Right-Back,Defenders,1949.0,https://www.transfermarkt.com/fauzan-fauzi/profil/spieler/545525,Malaysia
2020,Penang FC,Penang FC,C. Suwarna Raj,-,21,Right-Back,Defenders,1950.0,https://www.transfermarkt.com/c-suwarna-raj/profil/spieler/874528,Malaysia
2020,Penang FC,Penang FC,Quentin Cheng,2,20,Right-Back,Midfielders,1951.0,https://www.transfermarkt.com/quentin-cheng/profil/spieler/873953,Malaysia
2020,Penang FC,Penang FC,Fadhil Idris,36,23,Defensive Midfield,Midfielders,125000.0,https://www.transfermarkt.com/fadhil-idris/profil/spieler/525056,Malaysia
2020,Penang FC,Penang FC,Afif Azman,-,21,Midfielder,Midfielders,1953.0,https://www.transfermarkt.com/afif-azman/profil/spieler/873971,Malaysia
2020,Penang FC,Penang FC,Khairul Asyraf,15,25,Defensive Midfield,Midfielders,1954.0,https://www.transfermarkt.com/khairul-asyraf/profil/spieler/546326,Malaysia
2020,Penang FC,Penang FC,Khairu Azrin,8,28,Central Midfield,Midfielders,75000.0,https://www.transfermarkt.com/khairu-azrin/profil/spieler/483503,Malaysia
2020,Penang FC,Penang FC,Nurfais Johari,30,20,Central Midfield,Midfielders,1956.0,https://www.transfermarkt.com/nurfais-johari/profil/spieler/540818,Malaysia
2020,Penang FC,Penang FC,Endrick,14,24,Attacking Midfield,Midfielders,200000.0,https://www.transfermarkt.com/endrick/profil/spieler/452164,Brazil
2020,Penang FC,Penang FC,Marcus Mah,18,24,Attacking Midfield,Midfielders,25000.0,https://www.transfermarkt.com/marcus-mah/profil/spieler/722985,Malaysia
2020,Penang FC,Penang FC,David Rowley,55,29,Attacking Midfield,Midfielders,25000.0,https://www.transfermarkt.com/david-rowley/profil/spieler/339319,Australia
2020,Penang FC,Penang FC,D. Saarvindran,24,27,Left Winger,Midfielders,50000.0,https://www.transfermarkt.com/d-saarvindran/profil/spieler/210752,Malaysia
2020,Penang FC,Penang FC,Faiz Wan Sulaiman,28,27,Left Winger,Midfielders,1961.0,https://www.transfermarkt.com/faiz-wan-sulaiman/profil/spieler/874512,Malaysia
2020,Penang FC,Penang FC,Amer Azahar,11,24,Right Winger,Midfielders,1962.0,https://www.transfermarkt.com/amer-azahar/profil/spieler/812439,Malaysia
2020,Penang FC,Penang FC,Al-Hafiz,12,25,Right Winger,Midfielders,1963.0,https://www.transfermarkt.com/al-hafiz/profil/spieler/873968,Malaysia
2020,Penang FC,Penang FC,Danial Ashraf Abdullah,16,22,Second Striker,Forwards,50000.0,https://www.transfermarkt.com/danial-ashraf-abdullah/profil/spieler/474571,Malaysia
2020,Penang FC,Penang FC,Sheriddin Boboev,10,20,Centre-Forward,Forwards,125000.0,https://www.transfermarkt.com/sheriddin-boboev/profil/spieler/481284,Tajikistan
2020,Penang FC,Penang FC,Casagrande,9,29,Centre-Forward,Forwards,100000.0,https://www.transfermarkt.com/casagrande/profil/spieler/411672,Brazil
2020,Penang FC,Penang FC,Azim Rahim,-,22,Centre-Forward,Forwards,75000.0,https://www.transfermarkt.com/azim-rahim/profil/spieler/671395,Malaysia
2020,Penang FC,Penang FC,Jafri Firdaus Chew,7,22,Centre-Forward,Forwards,75000.0,https://www.transfermarkt.com/jafri-firdaus-chew/profil/spieler/484766,Malaysia
2020,Penang FC,Penang FC,Zafuan Azeman,99,20,Centre-Forward,Forwards,1969.0,https://www.transfermarkt.com/zafuan-azeman/profil/spieler/566118,Malaysia
2020,UiTM United FC,UiTM United FC,Dominik Picak,92,27,Goalkeeper,Goalkeeper,200000.0,https://www.transfermarkt.com/dominik-picak/profil/spieler/132251,Croatia
2020,UiTM United FC,UiTM United FC,Zamir Selamat,-,30,Goalkeeper,Goalkeeper,50000.0,https://www.transfermarkt.com/zamir-selamat/profil/spieler/392742,Malaysia
2020,UiTM United FC,UiTM United FC,Azam Jais,1,23,Goalkeeper,Goalkeeper,1972.0,https://www.transfermarkt.com/azam-jais/profil/spieler/805166,Malaysia
2020,UiTM United FC,UiTM United FC,Azfar Arif,24,20,Goalkeeper,Defenders,1973.0,https://www.transfermarkt.com/azfar-arif/profil/spieler/805168,Malaysia
2020,UiTM United FC,UiTM United FC,Asraff Hayqal Zainal,13,22,Defender,Defenders,1974.0,https://www.transfermarkt.com/asraff-hayqal-zainal/profil/spieler/805170,Malaysia
2020,UiTM United FC,UiTM United FC,Victor Nirennold,99,28,Centre-Back,Defenders,100000.0,https://www.transfermarkt.com/victor-nirennold/profil/spieler/391474,France
2020,UiTM United FC,UiTM United FC,Farid Nezal,4,22,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/farid-nezal/profil/spieler/582624,Malaysia
2020,UiTM United FC,UiTM United FC,Khuzaimi Piee,68,26,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/khuzaimi-piee/profil/spieler/484834,Malaysia
2020,UiTM United FC,UiTM United FC,Hisyamudin Sha'ari,95,32,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/hisyamudin-shaari/profil/spieler/523570,Malaysia
2020,UiTM United FC,UiTM United FC,Alif Samsudin,69,30,Centre-Back,Defenders,35000.0,https://www.transfermarkt.com/alif-samsudin/profil/spieler/545273,Malaysia
2020,UiTM United FC,UiTM United FC,Aliff Najmi,15,19,Centre-Back,Defenders,1980.0,https://www.transfermarkt.com/aliff-najmi/profil/spieler/874102,Malaysia
2020,UiTM United FC,UiTM United FC,Nashran Elias,23,18,Centre-Back,Defenders,1981.0,https://www.transfermarkt.com/nashran-elias/profil/spieler/805173,Malaysia
2020,UiTM United FC,UiTM United FC,Afif Asyraf,12,28,Left-Back,Defenders,1982.0,https://www.transfermarkt.com/afif-asyraf/profil/spieler/805169,Malaysia
2020,UiTM United FC,UiTM United FC,Syahmi Shukri,-,22,Right-Back,Defenders,1983.0,https://www.transfermarkt.com/syahmi-shukri/profil/spieler/826149,Malaysia
2020,UiTM United FC,UiTM United FC,Faizal Arif,21,24,Right-Back,Midfielders,1984.0,https://www.transfermarkt.com/faizal-arif/profil/spieler/805172,Malaysia
2020,UiTM United FC,UiTM United FC,Ousmane Fané,75,26,Defensive Midfield,Midfielders,100000.0,https://www.transfermarkt.com/ousmane-fane/profil/spieler/415332,France
2020,UiTM United FC,UiTM United FC,Adam Reed,6,28,Defensive Midfield,Midfielders,75000.0,https://www.transfermarkt.com/adam-reed/profil/spieler/61667,Philippines
2020,UiTM United FC,UiTM United FC,Hausen Hasboni,-,18,Midfielder,Midfielders,1987.0,https://www.transfermarkt.com/hausen-hasboni/profil/spieler/874540,Malaysia
2020,UiTM United FC,UiTM United FC,Nazirul Hasif Mailang,8,20,Midfielder,Midfielders,1988.0,https://www.transfermarkt.com/nazirul-hasif-mailang/profil/spieler/805182,Malaysia
2020,UiTM United FC,UiTM United FC,Ariff Ar-Rasyid Ariffin,28,21,Defensive Midfield,Midfielders,1989.0,https://www.transfermarkt.com/ariff-ar-rasyid-ariffin/profil/spieler/805181,Malaysia
2020,UiTM United FC,UiTM United FC,Hardee Shamsuri,5,25,Central Midfield,Midfielders,25000.0,https://www.transfermarkt.com/hardee-shamsuri/profil/spieler/316069,Malaysia
2020,UiTM United FC,UiTM United FC,Syafiq Al-Hafiz,16,22,Central Midfield,Midfielders,1991.0,https://www.transfermarkt.com/syafiq-al-hafiz/profil/spieler/805179,Malaysia
2020,UiTM United FC,UiTM United FC,Amirul Aiman,34,19,Right Midfield,Midfielders,1992.0,https://www.transfermarkt.com/amirul-aiman/profil/spieler/874028,Malaysia
2020,UiTM United FC,UiTM United FC,Dirga Surdi,17,20,Left Winger,Midfielders,1993.0,https://www.transfermarkt.com/dirga-surdi/profil/spieler/803308,Malaysia
2020,UiTM United FC,UiTM United FC,João Pedro,18,21,Left Winger,Midfielders,1994.0,https://www.transfermarkt.com/joao-pedro/profil/spieler/632164,Indonesia
2020,UiTM United FC,UiTM United FC,Yong-hyun Kwon,-,28,Right Winger,Midfielders,325000.0,https://www.transfermarkt.com/yong-hyun-kwon/profil/spieler/264041,"Korea, South"
2020,UiTM United FC,UiTM United FC,Sean Giannelli,-,23,Right Winger,Midfielders,1996.0,https://www.transfermarkt.com/sean-giannelli/profil/spieler/873955,Malaysia
2020,UiTM United FC,UiTM United FC,Khairul Rizam,11,23,Right Winger,Forwards,1997.0,https://www.transfermarkt.com/khairul-rizam/profil/spieler/571415,Malaysia
2020,UiTM United FC,UiTM United FC,Abu Baker Al-Mel,10,27,Second Striker,Forwards,125000.0,https://www.transfermarkt.com/abu-baker-al-mel/profil/spieler/212344,Lebanon
2020,UiTM United FC,UiTM United FC,Khairul Izuan Rosli,27,28,Second Striker,Forwards,50000.0,https://www.transfermarkt.com/khairul-izuan-rosli/profil/spieler/301355,Malaysia
2020,UiTM United FC,UiTM United FC,Nana Poku,30,27,Centre-Forward,Forwards,500000.0,https://www.transfermarkt.com/nana-poku/profil/spieler/235882,Ghana
2020,UiTM United FC,UiTM United FC,Dennis Buschening,-,28,Centre-Forward,Forwards,25000.0,https://www.transfermarkt.com/dennis-buschening/profil/spieler/84923,Thailand
2020,UiTM United FC,UiTM United FC,Khairul Asyraf Sahizah,20,25,Centre-Forward,Forwards,25000.0,https://www.transfermarkt.com/khairul-asyraf-sahizah/profil/spieler/583371,Malaysia
2020,UiTM United FC,UiTM United FC,Joel Vinícius,-,25,Centre-Forward,Forwards,2003.0,https://www.transfermarkt.com/joel-vinicius/profil/spieler/468376,Brazil
2020,UiTM United FC,UiTM United FC,Rafie Yaacob,7,21,Centre-Forward,Forwards,2004.0,https://www.transfermarkt.com/rafie-yaacob/profil/spieler/805183,Malaysia
2020,UiTM United FC,UiTM United FC,Fahmi Sabri,9,20,Striker,Forwards,2005.0,https://www.transfermarkt.com/fahmi-sabri/profil/spieler/874333,Malaysia
2020,UiTM United FC,UiTM United FC,Mohd Fauzi Abdul Latif,29,23,Centre-Forward,Goalkeeper,2006.0,https://www.transfermarkt.com/mohd-fauzi-abdul-latif/profil/spieler/560061,Malaysia
2020,Melaka United FC,Melaka United FC,Khairul Fahmi,19,30,Goalkeeper,Goalkeeper,200000.0,https://www.transfermarkt.com/khairul-fahmi/profil/spieler/190999,Malaysia
2020,Melaka United FC,Melaka United FC,Norazlan Razali,22,34,Goalkeeper,Goalkeeper,175000.0,https://www.transfermarkt.com/norazlan-razali/profil/spieler/263255,Malaysia
2020,Melaka United FC,Melaka United FC,Solehin Mamat,1,23,Goalkeeper,Goalkeeper,25000.0,https://www.transfermarkt.com/solehin-mamat/profil/spieler/315727,Malaysia
2020,Melaka United FC,Melaka United FC,Farid Azmi,-,25,Goalkeeper,Defenders,2010.0,https://www.transfermarkt.com/farid-azmi/profil/spieler/893200,Malaysia
2020,Melaka United FC,Melaka United FC,Suk-won Jang,6,30,Centre-Back,Defenders,200000.0,https://www.transfermarkt.com/suk-won-jang/profil/spieler/128449,"Korea, South"
2020,Melaka United FC,Melaka United FC,Faris Shah,25,24,Centre-Back,Defenders,100000.0,https://www.transfermarkt.com/faris-shah/profil/spieler/315725,Malaysia
2020,Melaka United FC,Melaka United FC,Razman Roslan,13,35,Centre-Back,Defenders,75000.0,https://www.transfermarkt.com/razman-roslan/profil/spieler/299364,Malaysia
2020,Melaka United FC,Melaka United FC,Khairul Helmi,31,31,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/khairul-helmi/profil/spieler/474569,Malaysia
2020,Melaka United FC,Melaka United FC,Akmal Zahir,3,25,Centre-Back,Defenders,2015.0,https://www.transfermarkt.com/akmal-zahir/profil/spieler/510678,Malaysia
2020,Melaka United FC,Melaka United FC,Mohd Aizulridzwan Razali,14,33,Left-Back,Defenders,100000.0,https://www.transfermarkt.com/mohd-aizulridzwan-razali/profil/spieler/483390,Malaysia
2020,Melaka United FC,Melaka United FC,Khairul Anwar,15,29,Left-Back,Defenders,100000.0,https://www.transfermarkt.com/khairul-anwar/profil/spieler/545534,Malaysia
2020,Melaka United FC,Melaka United FC,Wan Amirul Afiq,18,27,Right-Back,Defenders,175000.0,https://www.transfermarkt.com/wan-amirul-afiq/profil/spieler/484765,Malaysia
2020,Melaka United FC,Melaka United FC,Che Rashid Che Halim,2,25,Right-Back,Defenders,2019.0,https://www.transfermarkt.com/che-rashid-che-halim/profil/spieler/560095,Malaysia
2020,Melaka United FC,Melaka United FC,Syamim Yahya,11,29,Midfielder,Defenders,150000.0,https://www.transfermarkt.com/syamim-yahya/profil/spieler/377359,Malaysia
2020,Melaka United FC,Melaka United FC,Gary Steven,-,27,Defensive Midfield,Midfielders,25000.0,https://www.transfermarkt.com/gary-steven/profil/spieler/215399,Malaysia
2020,Melaka United FC,Melaka United FC,Hasbullah Abu Bakar,35,25,Defensive Midfield,Midfielders,25000.0,https://www.transfermarkt.com/hasbullah-abu-bakar/profil/spieler/480241,Malaysia
2020,Melaka United FC,Melaka United FC,Hazim Abu Zaid,17,18,Midfielder,Midfielders,2023.0,https://www.transfermarkt.com/hazim-abu-zaid/profil/spieler/805245,Malaysia
2020,Melaka United FC,Melaka United FC,Manuel Ott,8,27,Central Midfield,Midfielders,150000.0,https://www.transfermarkt.com/manuel-ott/profil/spieler/93549,Germany
2020,Melaka United FC,Melaka United FC,Adriano,-,25,Central Midfield,Midfielders,2025.0,https://www.transfermarkt.com/adriano/profil/spieler/681705,Brazil
2020,Melaka United FC,Melaka United FC,Shyamierul Razmee,30,21,Central Midfield,Midfielders,2026.0,https://www.transfermarkt.com/shyamierul-razmee/profil/spieler/803713,Malaysia
2020,Melaka United FC,Melaka United FC,Sony Nordé,10,30,Attacking Midfield,Midfielders,200000.0,https://www.transfermarkt.com/sony-norde/profil/spieler/86634,Haiti
2020,Melaka United FC,Melaka United FC,Jasmir Mehat,23,25,Attacking Midfield,Midfielders,25000.0,https://www.transfermarkt.com/jasmir-mehat/profil/spieler/484763,Malaysia
2020,Melaka United FC,Melaka United FC,Fakhrullah Rosli,-,28,Attacking Midfield,Midfielders,2029.0,https://www.transfermarkt.com/fakhrullah-rosli/profil/spieler/803717,Malaysia
2020,Melaka United FC,Melaka United FC,Wan Zaharulnizam Zakaria,7,28,Left Winger,Midfielders,125000.0,https://www.transfermarkt.com/wan-zaharulnizam-zakaria/profil/spieler/215407,Malaysia
2020,Melaka United FC,Melaka United FC,S. Kumaahran,12,23,Right Winger,Midfielders,75000.0,https://www.transfermarkt.com/s-kumaahran/profil/spieler/392751,Malaysia
2020,Melaka United FC,Melaka United FC,Faizal Talib,20,22,Right Winger,Midfielders,25000.0,https://www.transfermarkt.com/faizal-talib/profil/spieler/676758,Malaysia
2020,Melaka United FC,Melaka United FC,Alex Gonçalves,9,29,Centre-Forward,Midfielders,350000.0,https://www.transfermarkt.com/alex-goncalves/profil/spieler/85312,Brazil
2020,Melaka United FC,Melaka United FC,Stefan Nikolic,90,29,Centre-Forward,Forwards,300000.0,https://www.transfermarkt.com/stefan-nikolic/profil/spieler/64953,Jugoslawien (SFR)
2020,Melaka United FC,Melaka United FC,Giovane Gomez,-,24,Centre-Forward,Forwards,2035.0,https://www.transfermarkt.com/giovane-gomez/profil/spieler/637615,Brazil
2020,Melaka United FC,Melaka United FC,Amirul Hamer,28,21,Striker,Forwards,2036.0,https://www.transfermarkt.com/amirul-hamer/profil/spieler/805246,Malaysia
2020,Petaling Jaya City FC,Petaling Jaya City FC,Kalamullah Al-Hafiz,22,24,Goalkeeper,Goalkeeper,50000.0,https://www.transfermarkt.com/kalamullah-al-hafiz/profil/spieler/488883,Malaysia
